;mean;sd;bias;cp;;Mean means;Mean SDs;Mean bias;Mean cps
419;2,462184502;0,235677933;23,1092251;0;;;;;
420;1,679321134;0,170474647;-16,03394328;1;;;;;
421;1,800670308;0,183903414;-9,966484608;1;;;;;
422;2,224386252;0,216249603;11,21931262;1;;;;;
423;2,10644291;0,21077516;5,322145484;1;;;;;
424;1,841345962;0,178045229;-7,932701916;1;;;;;
425;2,006058327;0,190716377;0,302916348;1;;;;;
426;1,992185184;0,205494513;-0,39074079;1;;;;;
427;1,792211006;0,177975345;-10,3894497;1;;;;;
428;2,177245005;0,212737085;8,862250228;1;;;;;
429;2,140994842;0,205350815;7,049742089;1;;;;;
430;1,90304192;0,196180237;-4,847904023;1;;;;;
431;1,635076937;0,164536314;-18,24615313;0;;;;;
432;1,915396292;0,193964964;-4,230185419;1;;;;;
433;2,128676537;0,211629117;6,433826871;1;;;;;
434;2,10423543;0,207488762;5,211771487;1;;;;;
435;1,937907823;0,193973703;-3,10460886;1;;;;;
436;1,930156675;0,177583021;-3,492166241;1;;;;;
437;1,907360736;0,192068927;-4,631963202;1;;;;;
438;2,004951119;0,195972453;0,247555956;1;;;;;
439;1,919115451;0,199198803;-4,04422744;1;;;;;
440;1,900732722;0,190837505;-4,963363906;1;;;;;
441;1,785714315;0,189494281;-10,71428423;1;;;;;
442;2,45663093;0,224938504;22,83154649;0;;;;;
443;2,120164202;0,200604036;6,008210091;1;;;;;
444;2,066402719;0,206667614;3,320135964;1;;;;;
445;2,513146471;0,236323456;25,65732355;0;;;;;
446;1,9024832;0,188897556;-4,875839976;1;;;;;
447;1,978330843;0,209812057;-1,083457863;1;;;;;
448;2,206317579;0,203573541;10,31587897;1;;;;;
449;1,907507113;0,197422544;-4,624644342;1;;;;;
450;1,967237905;0,20455543;-1,638104746;1;;;;;
451;2,187339211;0,213662647;9,366960529;1;;;;;
452;1,895925154;0,191165684;-5,203742295;1;;;;;
453;2,002131263;0,205619521;0,106563138;1;;;;;
454;1,753257437;0,178088988;-12,33712814;1;;;;;
455;1,744460079;0,173362738;-12,77699603;1;;;;;
456;1,813461272;0,196983004;-9,326936408;1;;;;;
457;2,301568269;0,223627275;15,07841345;1;;;;;
458;1,97178512;0,199773052;-1,410744019;1;;;;;
459;1,871448247;0,183607471;-6,427587627;1;;;;;
460;2,152052036;0,211083297;7,602601781;1;;;;;
461;1,65097362;0,17500497;-17,45131902;1;;;;;
462;2,001191724;0,189348591;0,05958621;1;;;;;
463;2,303453965;0,209339254;15,17269827;1;;;;;
464;1,610377156;0,157728732;-19,48114221;0;;;;;
465;2,245029423;0,206312488;12,25147113;1;;;;;
466;1,919168596;0,190489759;-4,041570195;1;;;;;
467;1,761568899;0,174997313;-11,92155507;1;;;;;
468;2,102192839;0,208545279;5,109641959;1;;;;;
469;1,851198626;0,186932376;-7,440068701;1;;;;;
470;2,34841028;0,222157275;17,420514;1;;;;;
471;1,81697476;0,180338077;-9,151262004;1;;;;;
472;1,654260606;0,181101375;-17,28696971;1;;;;;
473;1,965956814;0,184937772;-1,702159315;1;;;;;
474;2,118776301;0,210827515;5,938815035;1;;;;;
475;1,903139362;0,185965731;-4,843031902;1;;;;;
476;2,120893925;0,195005664;6,044696245;1;;;;;
477;1,683473743;0,181342295;-15,82631284;1;;;;;
478;2,063888528;0,208557657;3,194426395;1;;;;;
479;1,943684385;0,192075298;-2,815780742;1;;;;;
480;2,016133961;0,199438162;0,806698067;1;;;;;
481;1,677411208;0,177585808;-16,12943961;1;;;;;
482;1,933449034;0,183294876;-3,327548287;1;;;;;
483;1,951655429;0,198555554;-2,417228572;1;;;;;
484;1,805106323;0,18333903;-9,744683831;1;;;;;
485;1,847357142;0,188088953;-7,632142913;1;;;;;
486;2,083300112;0,205335049;4,165005583;1;;;;;
487;1,874419077;0,178350576;-6,279046132;1;;;;;
488;2,201011934;0,213806559;10,05059668;1;;;;;
489;2,364652881;0,225274109;18,23264406;1;;;;;
490;2,092626452;0,204134064;4,631322589;1;;;;;
491;2,19460923;0,214361819;9,7304615;1;;;;;
492;1,915339343;0,201608195;-4,233032839;1;;;;;
493;2,388548215;0,226663978;19,42741074;1;;;;;
494;1,837382299;0,181893557;-8,130885046;1;;;;;
495;2,010584894;0,202994742;0,529244693;1;;;;;
496;1,744944505;0,185054545;-12,75277477;1;;;;;
497;1,672174502;0,181860182;-16,39127491;1;;;;;
498;2,237581647;0,215810487;11,87908237;1;;;;;
499;1,772662163;0,171941664;-11,36689186;1;;;;;
500;2,200192794;0,228208966;10,00963968;1;;;;;
