;mean;sd;bias;cp;;Mean means;Mean sds;Mean bias;Mean CP
433;-1,561459776;1,014829705;-21,92701122;1;;;;;
434;-1,389453674;0,809076203;-30,52731629;1;;;;;
435;-0,945519835;1,030197049;-52,72400826;1;;;;;
436;-0,570193965;1,530156033;-71,49030177;1;;;;;
437;-1,243384182;0,63022642;-37,83079088;1;;;;;
438;0,216124497;1,395435938;-110,8062248;1;;;;;
439;3,759935244;2,201904498;-287,9967622;0;;;;;
440;-0,151170435;1,180832688;-92,44147827;1;;;;;
441;-0,068903876;1,054013288;-96,55480619;1;;;;;
442;-1,171528156;1,031794569;-41,42359218;1;;;;;
443;-1,100764961;1,136504904;-44,96175195;1;;;;;
444;-1,607450874;0,773045784;-19,6274563;1;;;;;
445;-1,180082943;1,196308841;-40,99585283;1;;;;;
446;0,387849863;1,609224356;-119,3924932;1;;;;;
447;-0,921113239;1,294745663;-53,94433807;1;;;;;
448;-0,360820312;1,131068047;-81,95898438;1;;;;;
449;-1,584899843;0,936899442;-20,75500786;1;;;;;
450;-1,974970556;1,419552628;-1,251472184;1;;;;;
451;-0,656759603;1,422739708;-67,16201983;1;;;;;
452;-0,086423577;0,98924334;-95,67882117;0;;;;;
453;1,757686091;1,755237513;-187,8843045;0;;;;;
454;0,941924698;2,02201572;-147,0962349;1;;;;;
455;-1,89899922;0,968294716;-5,050038977;1;;;;;
456;-1,672752089;0,960695522;-16,36239557;1;;;;;
457;-0,866803476;1,27909368;-56,6598262;1;;;;;
458;-1,962481808;1,321807634;-1,875909575;1;;;;;
459;-2,35805381;1,588404825;17,90269048;1;;;;;
460;-1,521029725;1,246203797;-23,94851377;1;;;;;
461;-0,964650096;1,366201133;-51,7674952;1;;;;;
462;-0,146066132;1,157915773;-92,69669339;1;;;;;
463;0,336825741;0,91387533;-116,8412871;0;;;;;
464;0,908652981;0,969123722;-145,432649;0;;;;;
465;-0,964917017;0,951788188;-51,75414915;1;;;;;
466;-0,589346125;1,013687092;-70,53269374;1;;;;;
467;-0,229904583;1,342675901;-88,50477087;1;;;;;
468;-1,713646768;0,936234165;-14,3176616;1;;;;;
469;-0,709472204;1,059542037;-64,52638982;1;;;;;
470;0,497148718;0,875366215;-124,8574359;0;;;;;
471;1,331049005;1,409793923;-166,5524503;0;;;;;
472;-0,246189906;1,255287105;-87,69050468;1;;;;;
473;-1,053251304;1,268792039;-47,3374348;1;;;;;
474;-0,999966417;0,906549604;-50,00167917;1;;;;;
475;-1,62049107;0,88645905;-18,9754465;1;;;;;
476;-0,093737017;1,314179676;-95,31314915;1;;;;;
477;-0,438443172;1,132747659;-78,07784138;1;;;;;
478;-0,483395569;1,411410944;-75,83022154;1;;;;;
479;-0,022266531;1,261646338;-98,88667344;1;;;;;
